번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,소재지전화,도로명전체주소,도로명우편번호,사업장명,데이터갱신구분,좌표정보x(epsg5174),좌표정보y(epsg5174),업무구분명
1886,동물병원,02_03_01_P,5310000,5.31E+17,2019-12-20,,1,영업/정상,0,,경상남도 진주시 사봉면 모곡길 76-28,52612,베스트팜R동물병원(출장진료전문병원),U,317996.0204,189386.4668,동물병원
1887,동물병원,02_03_01_P,4550000,4.55E+17,2019-12-17,,1,영업/정상,0,,"충청남도 금산군 금산읍 비단로 102, 103호",32748,월드동물병원,U,244203.732,288813.3694,동물병원
1888,동물병원,02_03_01_P,3220000,3.22E+17,2019-11-10,,1,영업/정상,0,02-544-2882,"서울특별시 강남구 영동대로128길 15, 아크로 삼성 상가 102호 (삼성동)",6078,청담리덴동물치과병원,U,205202.3882,446416.8635,동물병원
1889,동물병원,02_03_01_P,4030000,4.03E+17,2019-12-27,,1,영업/정상,0,,"경기도 의왕시 경수대로 262, 219호 (오전동, 서해그랑블)",16058,엘동물병원,I,197590.09,427590.7431,동물병원
1890,동물병원,02_03_01_P,4610000,4.61E+17,2019-12-02,,1,영업/정상,0,041-3317582,"충청남도 예산군 예산읍 역전로 121, 닥터차동물병원 1층",32430,채움동물병원,U,184714.4531,354323.6335,동물병원
1891,동물병원,02_03_01_P,4060000,4.06E+17,2019-10-25,,1,영업/정상,0,031-946-0805,"경기도 파주시 가람로21번길 7-5, 401호 (와동동)",10870,행복한고양이동물병원,U,178080.7437,470212.4394,동물병원
1892,동물병원,02_03_01_P,3450000,3.45E+17,2019-10-24,,1,영업/정상,0,053-322-1223,"대구광역시 북구 내곡로 81, 부광빌딩 102호 (사수동)",41493,더문 동물병원,U,336497.1012,267900.5019,동물병원
1893,동물병원,02_03_01_P,3460000,3.46E+17,2019-11-18,,1,영업/정상,0,,"대구광역시 수성구 달구벌대로 3179, 1층 (매호동)",42268,감자동물병원,I,353953.0629,261520.0928,동물병원
1894,동물병원,02_03_01_P,5570000,5.57E+17,2019-11-08,,1,영업/정상,0,838-4742,"충청북도 증평군 증평읍 증평로 100, 1층",27934,하나동물병원,U,253019.8669,364705.776,동물병원
1895,동물병원,02_03_01_P,3700000,3.7E+17,2019-11-26,,1,영업/정상,0,529251125,울산광역시 남구 대학로 27 (무거동),44616,이루아동물병원,I,404499.6276,228871.0183,동물병원
1896,동물병원,02_03_01_P,5440000,5.44E+17,2019-11-26,,1,영업/정상,0,,"경상남도 하동군 진교면 구고속도로 524-6, 하동축산종합방역소",52346,하동축산농협동물병원,U,279934.2192,169441.6205,동물병원
1897,동물병원,02_03_01_P,5590000,5.59E+17,2019-12-31,,1,영업/정상,0,031-868-0075,"경기도 양주시 회천남로 76, 한덕타워 2층 01호 (옥정동)",11473,양주 온 동물병원,U,208211.5694,479559.8941,동물병원
1898,동물병원,02_03_01_P,6510000,6.51E+17,2019-11-07,,1,영업/정상,0,064-725-1545,"제주특별자치도 제주시 건주로3길 19, 준영빌딩 1층 101호 (도련일동)",63323,이루다 동물병원,I,161034.8956,2334.835814,동물병원
1899,동물병원,02_03_01_P,4050000,5.62E+17,2019-10-21,,1,영업/정상,0,,경기도 용인시 처인구 백암면 죽양대로 1427-33,17176,한솔동물병원,U,231373.6925,407805.6318,동물병원
1900,동물병원,02_03_01_P,5060000,5.06E+17,2019-11-19,,1,영업/정상,0,433-2133,"경상북도 김천시 자산로 192, 김천축협동물병원 (성내동)",39583,김천축산농협 동물병원,U,300621.3636,292462.2045,동물병원
1901,동물병원,02_03_01_P,4450000,4.45E+17,2019-11-13,,1,영업/정상,0,043-537-1722,"충청북도 진천군 덕산읍 시가로 24, 1층 109 , 110호",27871,해피트리 동물병원,I,247564.3401,378100.6307,동물병원
1902,동물병원,02_03_01_P,5540000,5.54E+17,2019-11-13,,1,영업/정상,0,031-798-7581,경기도 광주시 초월읍 현산로385번길 74-12,12728,광주TNR동물병원(초월),I,224382.1536,434901.1406,동물병원
1903,동물병원,02_03_01_P,3910000,3.91E+17,2019-12-06,,1,영업/정상,0,031-692-5331,"경기도 평택시 상서재로 80, 516동 132-133호 (동삭동, 평택센트럴자이 5단지)",17845,프렌즈동물병원,U,209166.1755,390957.1209,동물병원
1904,동물병원,02_03_01_P,3380000,3.38E+17,2019-12-03,,1,영업/정상,0,051-746-7582,"부산광역시 수영구 연수로 407-1, 2-3층 (수영동)",48232,센텀동물메디컬센터,U,392529.9299,187518.1056,동물병원
1905,동물병원,02_03_01_P,4170000,4.17E+17,2019-12-12,,1,영업/정상,0,031-772-1261,경기도 양평군 양평읍 시민로 84,12561,중앙동물병원,U,244225.6712,443269.481,동물병원
1906,동물병원,02_03_01_P,3940000,3.94E+17,2019-12-03,,1,영업/정상,0,031-967-8275,"경기도 고양시 덕양구 은빛로 45, 화정꽃무리조합프라자 202호 (화정동)",10477,센트럴동물병원,I,185182.792,459542.2493,동물병원
1907,동물병원,02_03_01_P,5690000,5.69E+17,2019-10-23,,1,영업/정상,0,,"세종특별자치시 나성로 133-9, 세종엔에스타워 1 503호 (나성동)",30128,바론산업동물병원,I,223061.5202,332204.7565,동물병원
1908,동물병원,02_03_01_P,5420000,5.42E+17,2019-11-27,,1,영업/정상,0,055-673-7194,"경상남도 고성군 고성읍 중앙로15번길 62, 가동 1층 109호 (한솔메르빌)",52942,백호동물병원,U,320677.2882,165045.0522,동물병원
1909,동물병원,02_03_01_P,5540000,5.54E+17,2019-10-30,,1,영업/정상,0,031-798-7581,경기도 광주시 경안천로 142(송정동),12740,광주TNR동물병원(송정),U,224274.6903,435059.1259,동물병원
1910,동물병원,02_03_01_P,5020000,5.02E+17,2019-10-30,,1,영업/정상,0,,"경상북도 포항시 북구 신광면 토성길 44, 가동",37522,진동물병원,I,403704.7109,294320.2693,동물병원
1911,동물병원,02_03_01_P,4880000,4.88E+17,2019-12-30,,1,영업/정상,0,,"전라남도 고흥군 도양읍 번영1길 3, 103호 (세라빌라)",59555,나로동물병원,I,212622.4555,114904.7059,동물병원
1912,동물병원,02_03_01_P,5530000,5.53E+17,2022-02-11,,1,영업/정상,0,,"경기도 화성시 동탄대로4길 39, 2층 204호 (장지동)",18506,메디스동물병원,U,209721.8744,406673.3809,동물병원
1913,동물병원,02_03_01_P,4771000,4.771E+17,2022-01-17,,1,영업/정상,0,063-652-9951,"전북특별자치도 순창군 순창읍 장류로 289-2, 1층",56037,올리브 동물병원,I,212133.6659,208532.5657,동물병원
1914,동물병원,02_03_01_P,5050000,5.05E+17,2022-02-17,,1,영업/정상,0,,경상북도 경주시 건천읍 작원4길 7-6,38178,규범동물병원,I,390142.1308,263138.6235,동물병원
1915,동물병원,02_03_01_P,3740000,3.74E+17,2022-02-22,,1,영업/정상,0,031-271-5975,"경기도 수원시 장안구 대평로 27, 201동 205호 (정자동, 화서역 파크푸르지오)",16318,화서동물병원,U,199460.3014,420871.7892,동물병원
1916,동물병원,02_03_01_P,4771000,4.771E+17,2018-12-18,,1,영업/정상,0,,"전북특별자치도 순창군 순창읍 유등로 12, LS 농업기계 순창대리점",56032,순창 동물병원,I,213590.0487,207973.134,동물병원
1917,동물병원,02_03_01_P,4771000,4.771E+17,2020-01-08,,1,영업/정상,0,,"전북특별자치도 순창군 동계면 동계1길 6, 1층 3호",56029,동계동물병원,I,222011.3998,215657.3748,동물병원
1918,동물병원,02_03_01_P,4771000,4.771E+17,2021-10-13,,1,영업/정상,0,,"전북특별자치도 순창군 쌍치면 쌍계로 49, 1층 1호",56008,소망동물병원,I,200255.4366,222351.2846,동물병원
1919,동물병원,02_03_01_P,3460000,3.46E+17,2022-02-17,,1,영업/정상,0,053-721-7879,"대구광역시 수성구 달구벌대로 3223, 1층 (신매동)",42271,시지W동물의료센터,U,354377.7444,261384.4021,동물병원
1920,동물병원,02_03_01_P,4470000,4.47E+17,2022-02-23,,1,영업/정상,0,,"충청북도 음성군 맹동면 장성1길 9, 4동 1층 104호 (충북혁신도시 영무예다음3차)",27735,누리동물병원(출장진료전문병원),U,247885.5827,378811.3508,동물병원
1921,동물병원,02_03_01_P,6510000,6.51E+17,2022-02-10,,1,영업/정상,0,064-757-7585,"제주특별자치도 제주시 건주로4길 28, 1층 (도련일동)",63323,삼화동물병원,I,160806.1114,2343.780392,동물병원
1922,동물병원,02_03_01_P,3910000,3.91E+17,2022-02-11,,1,영업/정상,0,031-647-6679,"경기도 평택시 동삭1로22번길 19-13, 2층 (동삭동)",17841,뉴본동물의료센터,U,,,동물병원
1923,동물병원,02_03_01_P,4620000,4.62E+17,2022-02-18,,1,영업/정상,0,,"충청남도 태안군 태안읍 중앙로 305, 1호",32148,수 동물병원,I,139090.633,361466.8246,동물병원
1924,동물병원,02_03_01_P,5370000,5.37E+17,2022-02-21,,1,영업/정상,0,681-7006,"경상남도 거제시 아주1로3길 52, 1층 (아주동)",53305,헤아림동물병원,I,354323.6092,153156.267,동물병원
1925,동물병원,02_03_01_P,4540000,4.54E+17,2022-04-05,,1,영업/정상,0,041-746-8474,충청남도 논산시 계백로665번길 100(등화동),32958,논산시 동물보호센터,U,205152.1415,298202.3091,동물병원
1926,동물병원,02_03_01_P,5670000,5.67E+17,2022-01-28,,1,영업/정상,0,,"경상남도 창원시 의창구 중동중앙로 47, 어반브릭스 제스튜디오몰동 1층 1027호 (중동)",51382,어반동물병원,U,347814.7758,196470.3223,동물병원
1927,동물병원,02_03_01_P,4850000,4.85E+17,2022-04-06,,1,영업/정상,0,061-380-2738,"전라남도 담양군 담양읍 지침5길 35, 1층",57345,담양군 반려유기동물 공공진료소,U,198922.1514,202165.1392,동물병원
1928,동물병원,02_03_01_P,3560000,3.56E+17,2022-04-04,,1,영업/정상,0,032-579-7778,"인천광역시 서구 가정로 437, 301동 B119호 (가정동, 루원시티 SK Leaders' VIEW)",22775,이기쁨동물병원,U,,,동물병원
1929,동물병원,02_03_01_P,3180000,3.18E+17,2022-04-06,,1,영업/정상,0,02-2135-7228,"서울특별시 영등포구 신길로 29, 105동 116호 (대림동, e편한세상 영등포 아델포레)",7440,동물병원예지,I,191711.3192,443582.2035,동물병원
1930,동물병원,02_03_01_P,3330000,3.33E+17,2022-03-29,,1,영업/정상,0,051-744-7500,"부산광역시 해운대구 센텀중앙로 60, 106호 (우동)",48059,신비한 동물병원 인센텀,U,393868.6946,188144.7219,동물병원
1931,동물병원,02_03_01_P,5120000,5.12E+17,2022-01-27,,1,영업/정상,0,,경상북도 문경시 신흥2길 37(흥덕동),36963,청운동물병원,U,307940.3945,345103.4481,동물병원
1932,동물병원,02_03_01_P,3970000,3.97E+17,2022-02-23,,1,영업/정상,0,02-6949-0883,경기도 과천시 별양로 39(원문동),13839,과천우주동물병원,U,199091.901,435651.9778,동물병원
1933,동물병원,02_03_01_P,4500000,4.5E+17,2022-02-15,,1,영업/정상,0,,충청남도 공주시 우성면 옥성길 439-71,32531,우성동물병원,U,206442.4049,329942.0199,동물병원
1934,동물병원,02_03_01_P,4520000,4.52E+17,2022-03-14,,1,영업/정상,0,041-533-7572,"충청남도 아산시 배방읍 월천6길 9, 101호",31496,하나동물의료센터,I,206713.4328,363276.539,동물병원
1935,동물병원,02_03_01_P,4950000,4.95E+17,2022-03-14,,1,영업/정상,0,,"전라남도 무안군 삼향읍 남악로 234, 트리폴리앙프라자  C동 2층 203호",58579,바른동물의료센터,U,150902.0791,145250.2941,동물병원
1936,동물병원,02_03_01_P,3290000,3.29E+17,2022-02-14,,1,영업/정상,0,051-714-0011,"부산광역시 부산진구 동평로 356, 1층 (양정동)",47207,올케어 동물의료센터,I,387967.6819,188102.7142,동물병원
1937,동물병원,02_03_01_P,3100000,3.1E+17,2022-03-14,,1,영업/정상,0,02-936-5500,"서울특별시 노원구 동일로 1598, 부흥빌딩 1, 2층 (상계동)",1631,노원 바른 동물의료센터,I,204909.4643,463186.2717,동물병원
1938,동물병원,02_03_01_P,6510000,6.51E+17,2022-03-14,,1,영업/정상,0,,"제주특별자치도 제주시 조천읍 비자림로 702-57, 1층",63346,제마동물병원,I,170002.2452,-7177.127157,동물병원
1939,동물병원,02_03_01_P,3740000,3.74E+17,2022-02-03,,1,영업/정상,0,312117589,"경기도 수원시 영통구 센트럴파크로127번길 154, 1층 (이의동)",16506,라이언펫 수원광교동물병원,U,204885.1454,421342.6943,동물병원
1940,동물병원,02_03_01_P,5020000,5.02E+17,2022-02-25,,1,영업/정상,0,054-614-7578,"경상북도 포항시 북구 두호로 31-1, 1층 (두호동)",37710,화이트동물메디컬센터,U,413917.2635,286993.963,동물병원
1941,동물병원,02_03_01_P,4010000,4.01E+17,2022-03-10,,1,영업/정상,0,031-8042-6016,"경기도 시흥시 능곡번영길 22, 304,305호 (능곡동)",14999,이산동물의료센터,U,182922.6508,430097.8026,동물병원
1942,동물병원,02_03_01_P,5480000,5.48E+17,2022-02-24,,1,영업/정상,0,,"경상남도 합천군 합천읍 남정길 34, 101호",50235,문수의과병원,I,304786.9001,229984.2141,동물병원
1943,동물병원,02_03_01_P,3410000,3.41E+17,2022-02-25,,1,영업/정상,0,254-7599,"대구광역시 중구 달구벌대로 2208, 서정희피부과 5층 (대봉동)",41951,박영우안과동물병원,U,344855.3656,263678.8764,동물병원
1944,동물병원,02_03_01_P,4570000,4.57E+17,2022-03-22,,1,영업/정상,0,,충청남도 부여군 부여읍 성왕로 177-1,33141,녹십자동물병원,U,191671.6454,308938.8319,동물병원
1945,동물병원,02_03_01_P,4020000,4.02E+17,2022-02-16,,1,영업/정상,0,031-399-8875,"경기도 군포시 고산로 707, 1,2층 (산본동)",15801,로아동물병원,I,194286.5342,430093.5384,동물병원
1946,동물병원,02_03_01_P,4910000,4.91E+17,2022-03-02,,1,영업/정상,0,,전라남도 장흥군 장흥읍 칠거리예양로 65,59332,청우 동물병원,U,190955.329,131041.9725,동물병원
1947,동물병원,02_03_01_P,3530000,3.53E+17,2022-02-28,,1,영업/정상,0,432-1432,"인천광역시 남동구 논현로46번길 22, 코아루파크 B동 103,104,105호 (논현동)",21655,24시 인천동물병원 치료해주오,U,174288.7853,433299.5175,동물병원
1948,동물병원,02_03_01_P,4010000,4.01E+17,2022-02-14,,1,영업/정상,0,031-310-6943,경기도 시흥시 뒷방울길 218(정왕동),15007,시흥시동물누리보호센터 동물병원,U,,,동물병원
1949,동물병원,02_03_01_P,3560000,3.56E+17,2022-02-14,,1,영업/정상,0,032-567-2475,"인천광역시 서구 검단로 455, 105,201,202호 (왕길동, 검단KB빌딩)",22616,리브동물의료센터,U,169467.1948,455504.6607,동물병원
1950,동물병원,02_03_01_P,3820000,3.82E+17,2022-03-03,,1,영업/정상,0,031-851-7007,"경기도 의정부시 천보로 68, 201호 (민락동)",11813,24시 해든동물의료센터 민락점,U,208228.5207,471445.8621,동물병원
1951,동물병원,02_03_01_P,4490000,5.65E+17,2022-03-07,,1,영업/정상,0,,"충청남도 천안시 동남구 신부12길 19, 신부동오피스텔 6층 601호 (신부동)",31124,썬 애니멀 클리닉(S.A.clinic)(출장진료전문),U,214231.248,368563.8913,동물병원
1952,동물병원,02_03_01_P,5330000,5.33E+17,2022-03-03,,1,영업/정상,0,055-646-1525,"경상남도 통영시 중앙로 45, 101호 (도천동)",53067,도천동물병원,I,329377.758,149882.2672,동물병원
1953,동물병원,02_03_01_P,4600000,4.6E+17,2022-02-21,,1,영업/정상,0,041-631-2202,"충청남도 홍성군 홍북읍 청사로 36, 승우빌딩 2층 203-1호",32265,내포조은동물병원,I,170839.7958,349705.8883,동물병원
1954,동물병원,02_03_01_P,4050000,5.63E+17,2022-03-15,,1,영업/정상,0,031-8019-7897,"경기도 용인시 기흥구 죽전로 29, 포레스트프라자 2층 3호 (보정동)",16898,나온동물병원,I,209865.4006,424312.0133,동물병원
1955,동물병원,02_03_01_P,3610000,3.61E+17,2022-03-15,,1,영업/정상,0,626547500,"광주광역시 남구 봉선2로 53, 101호 (봉선동)",61675,루나동물병원,U,191942.9696,180771.6438,동물병원
1956,동물병원,02_03_01_P,5130000,5.13E+17,2022-03-31,,1,영업/정상,0,,"경상북도 경산시 삼성현로15길 44, 아름다운빌 (옥산동)",38672,양지동물병원,I,355456.0084,259751.4459,동물병원
1957,동물병원,02_03_01_P,3230000,3.23E+17,2022-03-31,,1,영업/정상,0,02-830-1494,"서울특별시 송파구 백제고분로 506, 4층 (방이동, 올림픽타워빌)",5627,베를린 동물치과센터,U,210147.6494,445888.0447,동물병원
1958,동물병원,02_03_01_P,5670000,5.67E+17,2022-03-28,,1,영업/정상,0,,"경상남도 창원시 성산구 마디미서로 4, KT빌딩 201호 (상남동)",51495,정 메디컬 동물병원,U,353250.1716,192958.9448,동물병원
1959,동물병원,02_03_01_P,4050000,5.63E+17,2022-03-08,,1,영업/정상,0,,"경기도 용인시 기흥구 흥덕2로65번길 2-20, 1층층 (영덕동)",16954,뉴케어동물병원,U,206485.835,419146.575,동물병원
1960,동물병원,02_03_01_P,3820000,3.82E+17,2023-06-07,,1,영업/정상,0,031-928-6356,"경기도 의정부시 서광로 135, 센타프라자 2층 201-1호 (산곡동)",11800,뉴하트동물병원,U,209708.2592,469615.3921,동물병원
1961,동물병원,02_03_01_P,4241000,4.24E+17,2003-04-03,,1,영업/정상,0,"573-5031,3",강원특별자치도 삼척시 중앙로 217 (남양동),25920,동해삼척태백축산업협동조합 동물병원,I,391750.1725,440027.1551,동물병원
1962,동물병원,02_03_01_P,4241000,4.24E+17,2003-04-03,,1,영업/정상,0,574-0775,강원특별자치도 삼척시 중앙로 245-2 (남양동),25921,두타동물병원,I,391763.2055,440328.1322,동물병원
